id,name,code,iata,sign,country,status
4868,TAB Express International,,TBI,TAB INTERNATIONAL,United States,1
4869,Taban Air Lines,,TBM,TABAN AIR,Iran,1
4870,Teebah Airlines,,TBN,TEEBAH,Sierra Leone,1
4871,Tubelair,,TBR,TUBELAIR,Tunisia,1
4872,Tobago Express,,TBX,TABEX,Trinidad and Tobago,1
4873,Tropican Air Services,,TCA,TROPICANA,Egypt,1
4874,Transporte del Caribe,,TCB,TRANSCARIBE,Colombia,1
4875,Trans Continental Airlines,,TCC,TRANSCAL,Sudan,1
4876,Tchad Airlines,,TCD,TCHADLINES,Chad,1
4877,Trans-Colorado Airlines,,TCE,TRANS-COLORADO,United States,1
4878,Thai Air Cargo,T2,TCG,THAI CARGO,Thailand,1
4879,Transcontinental Air,,TCH,TRANS GULF,Bahrain,1
4880,Teledyne Continental Motors,,TCM,TELEDYNE,United States,1
4881,Trans Continental Airlines,,TCN,TRANSCON,United States,1
4882,Transcorp Airways,,TCP,TRANSCORP,United Kingdom,1
4883,Transcontinental Sur,,TCT,TRANS-CONT,Uruguay,1
4884,Transglobal Airways Corporation,,TCU,TRANSGLOBAL,Philippines,1
4885,Thomas Cook Airlines,FQ,TCW,THOMAS COOK,Belgium,1
4886,Thomas Cook Airlines,MT,TCX,KESTREL,United Kingdom,1
4887,Twin Cities Air Service,,TCY,TWIN CITY,United States,1
4888,Tadair,,TDC,TADAIR,Spain,1
4889,Tellavia / Flight One,,TDE,TELLURIDE,United States,1
4890,Transportes Aereos de Ixtlan,,TDI,TRANSIXTLAN,Mexico,1
4891,Tandem Aero,TQ,TDM,TANDEM,Moldova,1
4892,TRADO,,TDO,TRADO,Dominican Republic,1
4893,Trade Air,,TDR,TRADEAIR,Croatia,1
4894,Taxi Aero Nacional Del Evora,,TDV,TAXI EVORA,Mexico,1
4895,Tradewinds Airlines,,TDX,TRADEWINDS EXPRESS,United States,1
4896,Tenir Airlines,,TEB,TENIR AIR,Kyrgyzstan,1
4897,Teamline Air,L9,TLW,Teamline,Austria,1
4898,Tecnicas Fotograficas,,TEF,TECFOTO,Spain,1
4899,Tempelhof Airways,,TEH,TEMPELHOF,United States,1
4900,Telford Aviation,,TEL,TELFORD,United States,1
4901,Tech-Mont Helicopter Company,,TEM,TECHMONT,Slovakia,1
4902,Tennessee Airways,,TEN,TENNESSEE,United States,1
4903,Territorial Airlines,,TER,TERRI-AIRE,United States,1
4904,TAES Transportes Aereos de El Salvador,,TES,TAES,El Salvador,1
4905,Transeuropean Airlines,UE,TEP,TRANSEURLINE,Russia,1
4906,Tepavia-Trans Airlines,,TET,TEPAVIA,Moldova,1
4907,Trans-Florida Airlines,,TFA,TRANS FLORIDA,United States,1
4908,Tair Airways,,TFB,ROYAL TEE-AIR,Philippines,1
4909,Talon Air,,TFF,TALON FLIGHT,United States,1
4910,Trabajos Aereos Murcianos,,AIM,PIJO,Spain,1
4911,Thai Flying Helicopter Service,,TFH,THAI HELICOPTER,Thailand,1
4912,Transport Facilitators,,TFI,,United States,1
4913,Transafrik International,,TFK,,Sao Tome and Principe,1
4914,Transportes Aereos del Pacifico,,TFO,TRANSPORTES PACIFICO,Mexico,1
4915,Thai Flying Service,,TFT,THAI FLYING,Thailand,1
4916,Transportes Aereos San Rafael,,SRF,SAN RAFEAL,Chile,1
4917,Tayside Aviation,,TFY,TAYSIDE,United Kingdom,1
4918,TG Aviation,,TGC,THANET,United Kingdom,1
4919,Trabajos Aereos,,TGE,TASA,Spain,1
4920,Transportes Aereos Regionales,,TGI,TRANSPORTE REGIONAL,Mexico,1
4921,TAG Aviation Espana,,TGM,TAG ESPANA,Spain,1
4922,Trigana Air Service,,TGN,TRIGANA,Indonesia,1
4923,Titan Airways,ZT,AWC,ZAP,United Kingdom,1
4924,Transport Canada,,TGO,TRANSPORT,Canada,1
4925,Tiger Airways,TR,TGW,GO CAT,Singapore,1
4926,Tiger Airways Australia,TT,TGW,GO CAT,Australia,1
4927,Transair Gabon],,TGX,TRANSGABON,Gabon,1
4928,Trans Guyana Airways,,TGY,TRANS GUYANA,Guyana,1
4929,Thai Airways International,TG,THA,THAI,Thailand,1
4930,Tar Heel Aviation,,THC,TARHEEL,United States,1
4931,Toumai Air Tchad,,THE,TOUMAI AIR,Chad,1
4932,Touraine Helicoptere,,THF,TOURAINE HELICO,France,1
4933,Thai Global Airline,,THG,THAI GLOBAL,Thailand,1
4934,Thai Jet Intergroup,,THJ,THAI JET,Thailand,1
4935,Turk Hava Kurumu Hava Taksi Isletmesi,,THK,HUR KUS,Turkey,1
4936,Thai AirAsia,FD,AIQ,THAI ASIA,Thailand,1
4937,TACA De Honduras,,THO,LEMPIRA,Honduras,1
4938,Tehran Airline,,THR,TEHRAN AIR,Iran,1
4939,Thunder Airlines,,THU,AIR THUNDER,Canada,1
4940,Turkish Airlines,TK,THY,TURKAIR,Turkey,1
4941,Trans Helicoptere Service,,THZ,LYON HELIJET,France,1
4942,Trans International Airlines,,TIA,TRANS INTERNATIONAL,United States,1
4943,Travel International Air Charters,,TIC,TRAVEL INTERNATIONAL,Zambia,1
4944,Time Air,,TIE,TIME AIR,Czech Republic,1
4945,Tic Air,,TIK,TICAIR,Australia,1
4946,Tajikistan International Airlines,,TIL,TIL,Tajikistan,1
4947,TEAM Transportes Aereos,,TIM,TEAM BRASIL,Brazil,1
4948,Taino Tours,,TIN,TAINO,Dominican Republic,1
4949,Tesis,,TIS,TESIS,Russia,1
4950,Transcarga Intl Airways,,TIW,TIACA,Venezuela,1
4951,Tajikair,,TJK,TAJIKAIR,Tajikistan,1
4952,Tien-Shan,,TJN,NERON,Kazakhstan,1
4953,Tyrolean Jet Service,,TJS,TYROLJET,Austria,1
4954,Twin Jet,T7,TJT,TWINJET,France,1
4955,Tikal Jets Airlines,,TKC,TIKAL,Guatemala,1
4956,Take Air Line,,TKE,ISLAND BIRD,France,1
4957,Tropical International Airways,,TKX,TROPEXPRESS,Saint Kitts and Nevis,1
4958,Thai Sky Airlines,9I,TKY,THAI SKY,Thailand,1
4959,Translift Airways,,TLA,TRANSLIFT,Ireland,1
4960,Transport Africa,,TLF,TRANS-LEONE,Sierra Leone,1
4961,Trans Atlantic Airlines,,TLL,ATLANTIC LEONE,Sierra Leone,1
4962,Eagle Canyon Airlines,,TLO,TALON AIR,United States,1
4963,Tulip Air,TD,TLP,TULIPAIR,Netherland,1
4964,Tunisavia,,TAJ,TUNISAVIA,Tunisia,1
4965,TLC Air,,TLS,TEALSY,United States,1
4966,Turtle Airways,,TLT,TURTLE,Fiji,1
4967,Travelair,,TLV,PAJAROS,Uruguay,1
4968,Telesis Transair,,TLX,TELESIS,United States,1
4969,Top-Fly,,TLY,TOPFLY,Spain,1
4970,Trans Mediterranean Airlines,TL,TMA,TANGO LIMA,Lebanon,1
4971,Transmed Airlines,,TMD,,Egypt,1
4972,Tri-MG Intra Asia Airlines,GY,TMG,TRILINES,Indonesia,1
4973,Taxis Turisticos Marakame,,TMH,TAXIMARAKAME,Mexico,1
4974,Tamir Airways,,TMI,TAMIRWAYS,Israel,1
4975,Tomahawk Airways,,TMK,TOMAHAWK,United States,1
4976,TAM,,TML,TAM AIRLINE,Madagascar,1
4977,TMC Airlines,,TMM,WILLOW RUN,United States,1
4978,TRAM,,TMQ,TRAM AIR,Mauritania,1
4979,Timberline Air,,TMR,TIMBER,Canada,1
4980,Temsco Helicopters,,TMS,TEMSCO,United States,1
4981,Trans Midwest Airlines,,TMT,TRANS MIDWEST,United States,1
4982,Tramon Air,,TMX,TRAMON,South Africa,1
4983,Transportes Aereos del Mundo Maya,,TMY,MUNDO MAYA,Mexico,1
4984,Tranporte Amazonair,,TMZ,TRANS AMAZON,Venezuela,1
4985,Trans Air-Benin,,TNB,TRANS-BENIN,Benin,1
4986,Taxis Aereos del Noroeste,,TNE,TAXINOROESTE,Mexico,1
4987,Transafricaine,,TNF,TRANSFAS,Burkina Faso,1
4988,Tennessee Air National Guard 164th Airlift Group,,TNG,,United States,1
4989,Transair International Linhas Aereas,,TNI,TRANSINTER,United States,1
4990,Tengeriyn Ulaach Shine,,TNL,SKY HORSE,Mongolia,1
4991,Tiara Air,3P,TNM,TIARA,Aruba,1
4992,Transped Aviation,,TNP,TRANSPED,Austria,1
4993,Tanana Air Services,,TNR,TAN AIR,United States,1
4994,Trans North Turbo Air,,TNT,TRANS NORTH,Canada,1
4995,Transnorthern,,TNV,TRANSNORTHERN,United States,1
4996,Trans Nation Airways,,TNW,TRANS-NATION,Ethiopia,1
4997,Trener Ltd,,TNX,TRAINER,Hungary,1
4998,Twin Town Leasing Company,,TNY,TWINCAL,United States,1
4999,Tobruk Air,7T,TOB,TOBRUK AIR,Libya,1
5000,TOJ Airlines,,TOJ,TOJ AIRLINE,Tajikistan,1
5001,Tol-Air Services,TI,TOL,TOL AIR,United States,1
5002,Thomsonfly,BY,TOM,TOMSON,United Kingdom,1
5003,Top Air,,TOP,AIR TOP,Turkey,1
5004,Toronto Airways,,TOR,TORONTAIR,Canada,1
5005,Tropic Air,PM,TOS,TROPISER,Belize,1
5006,Totavia,,TOT,,Canada,1
5007,Tower Air,FF,TOW,TEE AIR,United States,1
5008,Toyota Canada,,TOY,TOYOTA,Canada,1
5009,TAMPA,QT,TPA,TAMPA,Colombia,1
5010,Top Speed,,TPD,TOP SPEED,Austria,1
5011,Taxis Aereos del Pacifico,,TPF,TAXIPACIFICO,Mexico,1
5012,Transportes Aereos Pegaso,,TPG,TRANSPEGASO,Mexico,1
5013,TAR Interpilot,,TPL,INTERPILOT,Mauritania,1
5014,Transpais Aereo,,TPM,TRANSPAIS,Mexico,1
5015,Transportacion Aerea del Norte,,TPN,AEREA DELNORTE,Mexico,1
5016,Transpac Express,,TPP,TRANS EXPRESS,Australia,1
5017,Taxis Aereos De Parral,,TPR,TAXIS PARRAL,Mexico,1
5018,TAPSA Transportes Aereos Petroleros,,TPS,TAPSA,Argentina,1
5019,Transportes Aereo del Sureste,,TPT,TASSA,Mexico,1
5020,Trans American Airlines (Trans Am),,TPU,TRANS PERU,Peru,1
5021,Thai Pacific Airlines Business,,TPV,THAI PACIFIC,Thailand,1
5022,Transportes Aereos De Xalapa,,TPX,TRANSXALAPA,Mexico,1
5023,Trans-Provincial Airlines,,TPY,TRANS PROVINCIAL,Canada,1
5024,Transportes La Paz,,TPZ,TRANSPAZ,Mexico,1
5025,Taquan Air Services,,TQN,TAQUAN,United States,1
5026,Transportacion Aerea De Queretaro,,TQR,TRANSQUERETARO,Mexico,1
5027,TransAsia Airways,GE,TNA,TransAsia,Taiwan,1
5028,Transavia Holland,HV,TRA,TRANSAVIA,Netherlands,1
5029,Trans Air Charter,,TRC,TRACKER,United States,1
5030,TACV,VR,TCV,CABOVERDE,Portugal,1
5031,Trans Island Air,,TRD,TRANS ISLAND,Barbados,1
5032,Taxi Air Fret,,TRF,TAXI JET,France,1
5033,TRAGSA (Medios Aereos),,TRG,,Spain,1
5034,Trans Euro Air,,TRJ,HIGH TIDE,United Kingdom,1
5035,Transport Aerien de Mauritanie,,TRM,SOTRANS,Mauritania,1
5036,Tropic Airlines-Air Molokai,,TRO,MOLOKAI,United States,1
5037,Turdus Airways,,TRQ,HUNTER,Netherland,1
5038,Tramson Limited,,TRR,TRAMSON,Sudan,1
5039,Trans Arabian Air Transport,,TRT,TRANS ARABIAN,Sudan,1
5040,Triangle Airline (Uganda),,TRU,TRI AIR,Uganda,1
5041,Transwestern Airlines of Utah,,TRW,TRANS-WEST,United States,1
5042,Tristar Airlines,,TRY,TRISTAR AIR,United States,1
5043,TransMeridian Airlines,T9,TRZ,TRANS-MERIDIAN,United States,1
5044,Transair France,,TSA,AIRTRAF,France,1
5045,TAF-Linhas Aereas,,TSD,TAFI,Brazil,1
5046,Transmile Air Services,TH,TSE,TRANSMILE,Malaysia,1
5047,Trans-Air-Congo,,TSG,TRANS-CONGO,Republic of the Congo,1
5048,Transport'air,,TSI,TRANSPORTAIR,France,1
5049,Trast Aero,S5,TSJ,TRAST AERO,Kyrgyzstan,1
5050,Trast Aero,,TSK,TOMSK-AVIA,Kyrgyzstan,1
5051,Thai Aviation Services,,TSL,THAI AVIATION,Thailand,1
5052,Taftan Airlines,,SBT,TAFTAN,Iran,1
5053,Transwest Air,9T,ABS,ATHABASKA,Canada,1
5054,Trans Sayegh Airport Services,,TSM,,Lebanon,1
5055,Trans-Air Services,,TSN,AIR TRANS,Nigeria,1
5056,Transaero Airlines,UN,TSO,TRANSOVIET,Russia,1
5057,Transportes Aereos Inter,,TSP,TRANSPO-INTER,Guatemala,1
5058,Trans Service Airlift,,TSR,TRANS SERVICE,Democratic Republic of Congo,1
5059,Tri-State Aero,,TSS,TRI-STATE,United States,1
5060,TRAST,,TST,TRAST,Kazakhstan,1
5061,Tropair Airservices,,TSV,TROPIC,United Kingdom,1
5062,Transwings,,TSW,SWISSTRANS,Switzerland,1
5063,Thai Star Airlines,T9,TSX,THAI STAR,Thailand,1
5064,Tristar Air,,TSY,TRIPLE STAR,Egypt,1
5065,TTA - Sociedade de Transporte e Trabalho Aereo,,TTA,KANIMANBO,Mozambique,1
5066,Transteco,,TTC,TRANSTECO,Angola,1
5067,Tarhan Tower Airlines,,TTH,,Turkey,1
5068,Total Linhas Aereas,,TTL,TOTAL,Brazil,1
5069,Triple O Aviation,,TTP,MIGHTY WING,Nigeria,1
5070,Transportaciones Y Servicios Aereos,,TTR,TRANSPORTACIONES,Mexico,1
5071,Transporte Aereo Tecnico Ejecutivo,,TTS,TECNICO,Mexico,1
5072,Turkmenistan Airlines,T5,TUA,TURKMENISTAN,Turkmenistan,1
5073,Turismo Aereo de Chile,,TUC,TURICHILE,Chile,1
5074,Tuninter,UG,TUI,,Tunisia,1
5075,Tulpar Air,,TUL,URSAL,Russia,1
5076,Tyumenspecavia,,TUM,TUMTEL,Russia,1
5077,Taxi Aereo Turistico,,TUO,TURISTICO,Mexico,1
5078,Tulpar Air Service,,TUX,TULPA,Kazakhstan,1
5079,Tuna Aero,,TUZ,TUNA,Sweden,1
5080,Trans America Airlines,,TVA,TRANS-AMERICA,United States,1
5081,Trabajos Aereos Vascongados,,TVH,TRAVASA,Spain,1
5082,Tiramavia,,TVI,TIRAMAVIA,Moldova,1
5083,Travel Service,,TVL,TRAVEL SERVICE,Hungary,1
5084,Transavio,,TVO,TRANS-BALLERIO,Italy,1
5085,Tavrey Airlines,T6,TVR,TAVREY,Ukraine,1
5086,Travel Service,QS,TVS,SKYTRAVEL,Czech Republic,1
5087,Trans World Airlines,TW,TWA,TWA,United States,1
5088,Transwede Airways,,TWE,TRANSWEDE,Sweden,1
5089,Twinjet Aircraft Sales,,TWJ,,United Kingdom,1
5090,Tradewinds Aviation,,TWL,TRADEWINDS CANADA,Canada,1
5091,Transairways,,TWM,,Mozambique,1
5092,Twente Airlines,,TWO,COLIBRI,Netherlands,1
5093,Trans Air Welwitchia,,TWW,WELWITCHIA,Angola,1
5094,Texair Charter,,TXA,OKAY AIR,United States,1
5095,Transaviaexport,AL,TXC,TRANSEXPORT,Belarus,1
5096,Transilvania Express,,TXE,TRANSAIR EXPRESS,Romania,1
5097,Taxi Aereo Cozatl,,TXL,TAXI COZATL,Mexico,1
5098,Taxi Aereo de Mexico,,TXM,TAXIMEX,Mexico,1
5099,Texas National Airlines,,TXN,TEXAS NATIONAL,United States,1
5100,Taxis Aereos de Sinaloa,,TXO,TAXIS SINALOA,Mexico,1
5101,Taxirey,,TXR,TAXIREY,Mexico,1
5102,Texas Airlines,,TXS,TEXAIR,United States,1
5103,Texas Air Charters,,TXT,TEXAS CHARTER,United States,1
5104,Tex Star Air Freight,,TXZ,TEX STAR,United States,1
5105,Tayflite,,TYF,TAYFLITE,United Kingdom,1
5106,Trygg-Flyg,,TYG,TRYGG,Sweden,1
5107,Tyrol Air Ambulance,,TYW,TYROL AMBULANCE,Austria,1
5108,Transporte Aereo Ernesto Saenz,,TZE,TRANSPORTE SAENZ,Mexico,1
5109,Tajikstan,,TZK,TAJIKSTAN,Tajikistan,1
5110,Thyssen Krupp AG,,BLI,BLUELINE,Germany,1
5111,TUIfly Nordic,6B,BLX,BLUESCAN,Sweden,1
5112,Transportes Aereos Bolivianos,,BOL,BOL,Bolivia,1
5113,Tiphook PLC,,BOX,BOX,United Kingdom,1
5114,Top Flight Air Service,,CHE,CHECK AIR,United States,1
5115,Trans America,,CLR,CLINTON AIRWAYS,United States,1
5116,Triple Alpha,,CLU,CAROLUS,Germany,1
5117,Tashkent Aircraft Production Corporation,,CTP,CORTAS,Uzbekistan,1
5118,Texas Airways,,CWT,TEXAS AIRWAYS,United States,1
5119,Transportes Aereos Don Carlos,,DCL,DON CARLOS,Chile,1
5120,Telnic Limited,,DOT,DOT TEL,United Kingdom,1
5121,Triton Airlines,,DRC,TRITON AIR,Canada,1
5122,TAAG Angola Airlines,DT,DTA,DTA,Angola,1
5123,Tassili Airlines,SF,DTH,TASSILI AIR,Algeria,1
5124,Transporte Ejecutivo Aereo,,EAR,EJECUTIVO-AEREO,Mexico,1
5125,Transportes Aereos Nacionales De Selva Tans,,ELV,AEREOS SELVA,Peru,1
5126,TAG Farnborough Airport,,FBO,,United Kingdom,1
5127,Transaviaservice,,FNV,TRANSAVIASERVICE,Georgia,1
5128,TAG Aviation,,FPG,TAG AVIATION,Switzerland,1
5129,The 955 Preservation Group,,GFN,GRIFFON,United Kingdom,1
5130,Trans-Air-Link,,GJB,SKY TRUCK,United States,1
5131,Tradewind Aviation,,GPD,GOODSPEED,United States,1
5132,Trail Lake Flying Service,,HBA,HARBOR AIR,United States,1
5133,TAF Helicopters,,HET,HELITAF,Spain,1
5134,Tango Bravo,,HTO,HELI TANGO,France,1
5135,Turkish Air Force,,HVK,TURKISH AIRFORCE,Turkey,1
5136,Thryluthjonustan,,IHS,,Iceland,1
5137,TA-Air Airline,,IRF,TA-AIR,Iran,1
5138,Tara Air Line,,IRR,TARAIR,Iran,1
5139,Trading Air Cargo,,JCH,TRADING CARGO,Mauritania,1
5140,Trans-Kiev,,KCA,TRANS-KIEV,Ukraine,1
5141,Tal Air Charters,,JEL,JETEL,Canada,1
5142,Transcontinental Airlines,,KRA,REGATA,Kazakhstan,1
5143,Transaviabaltika,,KTB,TRANSBALTIKA,Lithuania,1
5144,Transair-Gyraintiee,,KTS,KOTAIR,Russia,1
5145,TAM Mercosur,PZ,LAP,PARAGUAYA,Paraguay,1
5146,The Lancair Company,,LCC,LANCAIR,United States,1
5147,The Army Aviation Heritage Foundation,,LEG,LEGACY,United States,1
5148,Top Sky International,,LKW,TOPINTER,Indonesia,1
5149,Trans States Airlines,AX,LOF,WATERSKI,United States,1
5150,Trans Atlantis,,LTA,LANTRA,Canada,1
5151,Transportacion Aerea Del Mar De Cortes,,MCT,TRANS CORTES,Mexico,1
5152,Transporte Aero MGM,,MGM,AERO EMM-GEE-EMM,Mexico,1
5153,Tigerfly,,MOH,MOTH,United Kingdom,1
5154,Transportes Aereos Amparo,,MPO,AMPARO,Mexico,1
5155,Trans Air,,MUI,MAUI,United States,1
5156,Transportes Aereos Mexiquenses,,MXQ,MEXIQUENSES,Mexico,1
5159,TNT International Aviation,,NTR,NITRO,United Kingdom,1
5160,Open Skies Consultative Commission,1L,OSY,OPEN SKIES,United States,1
5161,Trans-Pacific Orient Airways,,PCW,PACIFIC ORIENT,Philippines,1
5162,Tauranga Aer Club,,PGS,,New Zealand,1
5163,TSSKB-Progress,,PSS,PROGRESS,Russia,1
5164,Trans World Express,,RBD,RED BIRD,United States,1
5165,Trans Reco,,REC,TRANS-RECO,Mauritania,1
5166,Tas Aviation,,RMS,TASS AIR,United States,1
5167,Tarom,RO,ROT,TAROM,Romania,1
5168,Transportes Aereos I.R. Crusoe,,ROU,ROBINSON CRUSOE,Chile,1
5169,Transportes Aereos Sierra,,RRT,SIERRA ALTA,Mexico,1
5170,Tbilisi Aviation University,,RRY,AIRFERRY,Georgia,1
5171,Trans Am Compania,,RTM,AERO TRANSAM,Ecuador,1
5172,Trans Sahara Air,,SBJ,TRANS SAHARA,Nigeria,1
5173,Transportes Aereos Sierra Madre,,SEI,TRANSPORTE SIERRA,Mexico,1
5174,Trans Asian Airlines,,SRT,TRASER,Kazakhstan,1
5175,Turan Air,3T,URN,TURAN,Azerbaijan,1
5176,TRIP Linhas A,8R,TIB,TRIP,Brazil,1
5177,Tusheti,,USB,TUSHETI,Georgia,1
5178,TAPC Aviatrans Aircompany,,UTM,AVIATAPS,Uzbekistan,1
5179,Trans-Ulgii,,UTN,TRANS-ULGII,Mongolia,1
5180,Transarabian Transportation Services,,UTT,ARABIAN TRANSPORT,Uganda,1
5181,Transaven,,VEN,TRANSAVEN AIRLINE,Venezuela,1
5182,Tag Aviation UK,,VIP,SOVEREIGN,United Kingdom,1
5183,Tbilaviamsheni,,VNZ,TBILAVIA,Georgia,1
5184,Taxi de Veracruz,,VRC,VERACRUZ,Mexico,1
5185,Travel Express Aviation Services,,XAR,TRAVEL EXPRESS,Indonesia,1
5186,Taxi Aero Del Norte,,XNR,TAXI NORTE,Mexico,1
5188,USAF Air Mobility Operations Control Center,,DOD,,United States,1
5189,U.S. Department of the Interior,,DOI,INTERIOR,United States,1
5190,United Kingdom Civil Aviation Authority,,EXM,EXAM,United Kingdom,1
5191,Union des Transports Africains de Guinee,,GIH,TRANSPORT AFRICAIN,Guinea,1
5192,US Army Parachute Team,,GKA,GOLDEN KNIGHTS,United States,1
5193,USA3000 Airlines,U5,GWY,GETAWAY,United States,1
5194,United Arabian Airlines,,UAB,UNITED ARABIAN,Sudan,1
5195,United Airlines,UA,UAL,UNITED,United States,1
5196,United Air Charters,,UAC,UNITAIR,Zimbabwe,1
5197,United Carriers Systems,,UCS,UNITED CARRIERS,United States,1
5198,United Eagle Airlines,,UEA,UNITED EAGLE,China,1
5200,United Kingdom Civil Aviation Authority,,CFU,MINAIR,United Kingdom,1
5201,United Kingdom Royal VIP Flights,,KRF,KITTYHAWK,United Kingdom,1
5202,United Kingdom Royal VIP Flight,,KRH,SPARROWHAWK,United Kingdom,1
5203,United Kingdom Civil Aviation Authority,,SDS,STANDARDS,United Kingdom,1
5204,United Kingdom Royal VIP Flights,,TQF,RAINBOW,United Kingdom,1
5205,United States Coast Guard Auxiliary,,CGX,COASTGUARD AUXAIR,United States,1
5206,United States Department Of Agriculture,,AGR,AGRICULTURE,United States,1
5207,University Air Squadron,,UAD,,United Kingdom,1
5208,University Air Squadron,,UAJ,,United Kingdom,1
5209,University Air Squadron,,UAA,,United Kingdom,1
5210,University Air Squadron,,UAH,,United Kingdom,1
5211,Universal Avia,,HBU,KHARKIV UNIVERSAL,Ukraine,1
5212,UK HEMS,,HLE,HELIMED,United Kingdom,1
5213,USA Jet Airlines,U7,JUS,JET USA,United States,1
5214,Unijet,,LEA,LEADAIR,France,1
5215,US Marshals Service,,MSH,MARSHALAIR,United States,1
5216,University of North Dakota,,NDU,SIOUX,United States,1
5217,Universal Airlines,,PNA,PACIFIC NORTHERN,United States,1
5218,Uganda Royal Airways,,RAU,UGANDA ROYAL,Uganda,1
5219,United Aviation Services,,SAU,UNISERVE,Spain,1
5220,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia,1
5221,Ukraine Transavia,,TRB,KIROVTRANS,Ukraine,1
5222,United Arab Emirates Air Force,,UAF,UNIFORCE,United Arab Emirates,1
5223,Union Africaine des Transports,,UAI,UNAIR,Ivory Coast,1
5224,Uganda Air Cargo,,UCC,UGANDA CARGO,Uganda,1
5225,US Airports Air Charter,,UCH,US CHARTER,United States,1
5226,Ucoaviacion,,UCO,UCOAVIACION,Spain,1
5227,Ues-Avia Aircompany,,UES,AVIASYSTEM,Ukraine,1
5228,UFS,,UFS,FEEDER EXPRESS,United States,1
5229,Uganda Airlines,,UGA,UGANDA,Uganda,1
5230,Urgemer Canarias,,UGC,URGEMER,Spain,1
5231,Ukrainian Helicopters,,UHL,UKRAINE COPTERS,Ukraine,1
5232,Ulyanovsk Higher Civil Aviation School,,UHS,PILOT AIR,Russia,1
5233,Universal Jet Rental de Mexico,,UJR,UNIVERSAL JET,Mexico,1
5234,Universal Jet Aviation,,UJT,UNI-JET,United States,1
5235,UK International Airlines,,UKI,KHALIQ,United Kingdom,1
5236,Ukraine Air Alliance,,UKL,UKRAINE ALLIANCE,Ukraine,1
5237,UM Airlines,UF,UKM,UKRAINE MEDITERRANEE,Ukraine,1
5238,Ukraine Air Enterprise,,UKN,ENTERPRISE UKRAINE,Ukraine,1
5239,United Kingdom Home Office,,UKP,POLICE,United Kingdom,1
5240,Ukrainian Cargo Airways,6Z,UKS,CARGOTRANS,Ukraine,1
5241,Ultrair,,ULT,ULTRAIR,United States,1
5242,Unitemp-M,,UMS,TOPAZ,Russia,1
5243,Uni-Fly,,UNC,UNICOPTER,Denmark,1
5244,Union Flights,,UNF,UNION FLIGHTS,United States,1
5245,Universal Jet,,UNJ,PROJET,Spain,1
5246,Unsped Paket Servisi,,UNS,UNSPED,Turkey,1
5247,Unifly Servizi Aerei,,UNU,UNIEURO,Italy,1
5248,Ukrainian Pilot School,,UPL,PILOT SCHOOL,Ukraine,1
5249,United Parcel Service,5X,UPS,UPS,United States,1
5250,Uraiavia,,URV,URAI,Russia,1
5251,US Airways,US,USA,U S AIR,United States,1
5252,US Check Airlines,,USC,STAR CHECK,United States,1
5253,USAfrica Airways,,USF,AFRICA EXPRESS,United States,1
5254,US Helicopter,,USH,US-HELI,United States,1
5255,US Jet,,USJ,USJET,United States,1
5256,US Express,,USX,AIR EXPRESS,United States,1
5257,UTair Aviation,UT,UTA,UTAIR,Russia,1
5258,UTAGE,,UTG,UTAGE,Equatorial Guinea,1
5259,Utair South Africa,,UTR,AIRUT,South Africa,1
5260,Ukrainian State Air Traffic Service Enterprise,,UTS,AIRRUH,Ukraine,1
5261,Urartu-Air,,UTU,,Armenia,1
5262,Universal Airways,,UVA,UNIVERSAL,United States,1
5263,Universal Airlines,,UVG,GUYANA JET,Guyana,1
5264,Uvavemex,,UVM,UVAVEMEX,Mexico,1
5265,United States Air Force,,AIO,AIR CHIEF,United States,1
5266,United Aviation,,UVN,UNITED AVIATION,Kuwait,1
5267,Uzbekistan Airways,HY,UZB,UZBEK,Uzbekistan,1
5268,Ukraine International Airlines,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,1
5269,Universal Airlines,,WEC,AIRGO,United States,1
5271,V Australia Airlines,VA,VAU,KANGA,Australia,1
5272,V Bird Airlines Netherlands,,VBA,VEEBEE,Netherlands,1
5273,V-avia Airline,,WIW,VEE-AVIA,Ukraine,1
5274,V-Berd-Avia,,VBD,VEEBIRD-AVIA,Armenia,1
5275,Vacationair,,VAC,VACATIONAIR,Canada,1
5276,Valair AG (Helicoptere),,RDW,ROADWATCH,Switzerland,1
5277,Valan International Cargo Charter,,VLA,NALAU,South Africa,1
5278,Valan Limited,,VLN,VALAN,Moldova,1
5279,Valfell-Verkflug,,EHR,ROTOR,Iceland,1
5280,Valuair,VF,VLU,VALUAIR,Singapore,1
5281,Van Air Europe,,VAA,EUROVAN,Czech Republic,1
5282,Vanguardia en Aviacion en Colima,,VGC,VANGUARDIA COLIMA,Mexico,1
5283,Vanguard Airlines,,VGD,VANGUARD AIR,United States,1
5284,Vasco Air,,VFC,VASCO AIR,Vietnam,1
5285,Vega,,VAG,SEGA,Kazakhstan,1
5286,Vega Air Company,,WGA,WEGA FRANKO,Ukraine,1
5287,Veles,,WEL,Ukrainian Aviation Company,VELES,1
5288,Verataxis,,VTX,VERATAXIS,Mexico,1
5289,Veritair Ltd,,BTP,NET RAIL,United Kingdom,1
5290,Voyageur Airways,VC,VAL,VOYAGEUR,Canada,1
5291,Vernicos Aviation,,GRV,NIGHT RIDER,Greece,1
